"","name_text","id","more_info","desc","emails","category","logo","fb"
"431","International Undergraduate Student Ministry","grpl_e7ac739d8b36cce594fabb56cc27aaf1","?mode=form&id=e7ac739d8b36cce594fabb56cc27aaf1&tab=profile","The purpose of this organization is to promote Christian fellowship among international undergraduate students at the University of Washington.",NA,"RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/d42/d423d462447980f7bdbb430a62075489.jpg",NA
"432","International Youth Fellowship","grpl_1dbd3da2d4f7e510bf0cc72befd0d9c8","?mode=form&id=1dbd3da2d4f7e510bf0cc72befd0d9c8&tab=profile","The mission of International Youth Fellowship is to develop leaders of the next generation who possess humility and strong leadership and to create mutual understanding through global fellowship in order to form the basis of a bright and healthy society. ","iyfsea@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/f3c/f3c3477d81b923d6ec679b2f450c5ee8.jpg","https://www.facebook.com/iyfseattle/"
"433","InterVarsity Black Campus Ministries","grpl_0b8c2c206b395ef59602d4a5487ac5d1","?mode=form&id=0b8c2c206b395ef59602d4a5487ac5d1&tab=profile","A community learning to seek first the kingdom of God. By seeking God together in prayer, scripture and worship. And intentionally seeking to bring others in. We don't wait for people to come to us but we give our time, resources and energy to seek them out!
A group for those who long to see the kingdom of God grow in the lives of Black Students at University of Washington.","ivbsm@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/12f/12f8ff3ec32838eaa552f312a0ff31a7.jpg","https://www.facebook.com/uwbcm"
"434","InterVarsity International Student Ministry","grpl_da5cf5cb80d6baef855ffe99df4bb0c7","?mode=form&id=da5cf5cb80d6baef855ffe99df4bb0c7&tab=profile","InterVarsity International Student Ministry (ISM) at UW is a community for international students around the world to engage in cross-cultural relationships and conversations of faith on campus. ","iism@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/6c5/6c5a12f65aeb3af5d359d25d1925f5e3.png","https://www.facebook.com/washington.ism/"
"435","InterVarsity Undergraduate Christian Fellowship","grpl_6a7b17a2fbd53c272b426d274d7ffef6","?mode=form&id=6a7b17a2fbd53c272b426d274d7ffef6&tab=profile","As followers of Christ, in response to God’s love, grace, and truth: our purpose is to establish and advance witnessing communities who follow Jesus as Savior and Lord: growing in love for God, God’s Word, God’s people of every ethnicity and culture, and God’s purposes in the world. As members of the general multiethnic undergraduate chapter, we seek to intentionally engage cross-cultural relationships in order to see a fuller picture of God through the ways each and every person is uniquely made and gifted in His image.","ivcf@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/3f8/3f8e13a19dcd74263f9b406c3e94d863.jpg",NA
"436","iQueeries","grpl_b3de23641c6fcdf04a9bb6e23e349948","?mode=form&id=b3de23641c6fcdf04a9bb6e23e349948&tab=profile","The purpose of iQueeries is to provide space in the Information School for LGBTQIA+ students, to create community, and to advocate for social justice within our school and our professional fields.","iqueer@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/941/941b99424e43732ff7a1ca8246f2f624.png","facebook.com/groups/iqueeries"
"437","ISACA Student Group UW Chapter","grpl_c7ab883e364b7dc5ce4b336e8ab44d65","?mode=form&id=c7ab883e364b7dc5ce4b336e8ab44d65&tab=profile","The purpose of this student group is to promote information security to both undergraduate and graduate students by inviting guest speakers who are currently working in the field of information security and information management. We will also hold workshops to demonstrate basic information security procedures and best practices. We are associated with the international group: ISACA, and also the local Puget Sound Chapter of ISACA Professionals. ","isacauw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/331/331c1af1ecfec71a5913ba6bedc26ff2.jpg","https://www.facebook.com/groups/isacauw/"
"438","It's Always Sunny Fan Club","grpl_416d08d1264b6f46b4ecfa2f2722f7df","?mode=form&id=416d08d1264b6f46b4ecfa2f2722f7df&tab=profile","It shall be the purpose of this organization to meet fellow fans, enjoy themed events and spread the good word of the show. Nothing sexual.","iasip@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/070/070ee90dcb9e105373d37bbc6ec62cc6.jpg",NA
"439","iTaiwan Graduate Students and Professional Association","grpl_6e712b25ec6aef6cd679c19ce6d81318","?mode=form&id=6e712b25ec6aef6cd679c19ce6d81318&tab=profile","1. To serve Taiwanese graduate student and professional in Seattle.
2. To advocate the value of democracy and multi-culture. ","itwngspa@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/e45/e458d83655d11633f7a91d1671e8b1fe.jpg","https://www.facebook.com/UWiTaiwan/"
"440","Italian Club - University of Washington","grpl_c6acd9e793378cd177b8aaaba79dba23","?mode=form&id=c6acd9e793378cd177b8aaaba79dba23&tab=profile","To support the Italian Studies Program at the University of Washington through enriching the education of students by taking the academic experience beyond the limits of the classroom. To promote, develop, and raise interest for Italian art, culture and language. To promote, through initiatives and activities of the RSO, fellowship and networking among students, staff and faculty of the Italian Studies Program and the greater Seattle Community. To encourage pride and active participation in Italian-related events of the University of Washington and the greater Seattle community. To welcome to campus visiting Italian scholars and help them build a community at the University of Washington.","italiauw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/7d6/7d680854cef99d53ab58cf0747ca1c32.png","https://www.facebook.com/ICUWSeattle/"
"441","iYouth","grpl_8ebfeb198dc27e2cbfb5db295056e7a5","?mode=form&id=8ebfeb198dc27e2cbfb5db295056e7a5&tab=profile","iYouth's mission is to support professional development for youth services students and librarians and to celebrate young adult and children's literature.","iyouthuw@uw.edu","GRADUATE / PROFESSIONAL","https://uws-community.symplicity.com/files/218/2183f118dfef8b4e5b9a072c9957ae2f.png","https://www.facebook.com/iYouthUW"
"442","J Street U at UW","grpl_82549b5dbfb0c6916fcc77d6e9ab660a","?mode=form&id=82549b5dbfb0c6916fcc77d6e9ab660a&tab=profile","Our mission is to serve as the political home and voice for pro-Israel, pro-Palestine, pro-Peace University of Washington students. We advocate for a Two State Solution and an end to violence and the occupation.","jstreetu@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/b1d/b1d09c7b794756604c502abcd6fbe5d5.png","https://www.facebook.com/JStreetUUW/"
"443","Jackson School Graduate Council","grpl_230ec335fe859d9884db9a781e992ac7","?mode=form&id=230ec335fe859d9884db9a781e992ac7&tab=profile","JSGC represents graduate students to promote their interests, facilitate communication with JSIS, and provide social, academic, and professional support to JSIS graduate students.","jsgc@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/749/7491ea38a66c77edd5cd9fc7da922dc8.jpg",NA
"444","Jackson School Journal of International Studies","grpl_d63428faeb3bb5418641e309908c3195","?mode=form&id=d63428faeb3bb5418641e309908c3195&tab=profile","The Jackson School Journal of International Studies aims to serve undergraduates by showcasing the highest quality writing on international affairs, and by providing a forum for diverse academic and policy-making communities to engage in a meaningful dialogue.","jsjis@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/d2a/d2ae68ab12cc450f3275d8995b11239a.png","https://www.facebook.com/JacksonSchoolJournal/"
"445","Jackson School Student Association","grpl_ce4e2c7a05a3d72ea78e5bbb7ed580ca","?mode=form&id=ce4e2c7a05a3d72ea78e5bbb7ed580ca&tab=profile","Help students take advantage of all the wonderful resources within the Jackson School and connect students with their peers, faculty, and alumni through various events.","jssa@uw.edu","ACADEMIC","https://uws-community.symplicity.com/files/963/9636f6f72cc6ea74f1edc8b3a940b9dc.jpg","https://www.facebook.com/groups/uwjssa/"
"446","Japanese Student Association","grpl_9640a46d4940866b561a10390346e4fb","?mode=form&id=9640a46d4940866b561a10390346e4fb&tab=profile","To promote Japanese culture and awareness at the University of Washington.","jsa@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/213/213641eb75bb076a16a3cb22506d72b0.png","https://www.facebook.com/groups/jsa.at.uw/"
"447","Jewish Law Students Association","grpl_bdc30ac449c4cf0f20c58168853d29f9","?mode=form&id=bdc30ac449c4cf0f20c58168853d29f9&tab=profile","The mission of the JLSA is to celebrate the tradition of lawyering as a form of Tikkun Olam (repairing the world).  The JLSA is designed to meet the needs of the Jewish student body within the University of Washington.","jlsa@uw.edu","LAW","https://uws-community.symplicity.com/files/85e/85e00d0edfb3e70f9fe860a0dd17fb6e.png",NA
"448","Judo Club at the University of Washington","grpl_5068560aab477bbdd5dc18c3fd2249a8","?mode=form&id=5068560aab477bbdd5dc18c3fd2249a8&tab=profile","The purpose of this organization is to develop mental and physical condition through the practice of Judo and compete with other such clubs in contests.","judouw@uw.edu","SPORTS","https://uws-community.symplicity.com/files/43a/43a7745d9c8b45903446aa814cf3cf00.png","https://www.facebook.com/groups/57601299416/"
"449","K&K Soccer appreciation","grpl_370a3bdf18cd1d92f5e4c69dd846b8c5","?mode=form&id=370a3bdf18cd1d92f5e4c69dd846b8c5&tab=profile","The Purpose of this organization shall be to promote recreational soccer throughout the UW and to provide a place for those with any skill level to engage and participate in the sport of soccer.","kksoc@uw.edu","SPORTS","https://uws-community.symplicity.com/files/c7a/c7a9319ddf3fa23821d85775157a7d46.jpg",NA
"450","Kappa Alpha Order | Zeta Mu","grpl_19b766d446bb598e5e8f0cc0c3a5f292","?mode=form&id=19b766d446bb598e5e8f0cc0c3a5f292&tab=profile","We are a fraternity that focuses on social networking, philanthropy and scholarship. We our bound by our high morals and ideals as well as a dilligent work ethic.","zetamu@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/b6f/b6f7d4b1889675b8f3ca053a42026afb.gif","https://www.facebook.com/KappaAlphaUW"
"451","Kappa Alpha Theta","grpl_a8f5420d4bc277165c1318cd29cb626e","?mode=form&id=a8f5420d4bc277165c1318cd29cb626e&tab=profile","Kappa Alpha Theta creates a strong sense of sisterhood, fostering dear friendships that last a lifetime. Being a Theta leads women into a life of friends, experiences, and goals that she might not have had otherwise. Being a Theta leads a woman to personal excellence, offering her ways to become her best self.","uwtheta@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/e03/e03e9d16e2441264148385ad7111525a.png",NA
"452","Kappa Delta","grpl_aaad4159d4ddcc60990d54a5c860638f","?mode=form&id=aaad4159d4ddcc60990d54a5c860638f&tab=profile","To promote true friendship among the college girls of our country by inculcating into their hearts and lives those principles of truth, honor, and duty.","kappad@uw.edu","FRATERNITIES & SORORITIES - IFC / PH","https://uws-community.symplicity.com/files/16a/16ad015e93cf5577727e7e428ee7e032.jpg",NA
"453","Kappa Delta Chi Sorority, Incorporated","grpl_f667129a20e32b0210f932abccbd284c","?mode=form&id=f667129a20e32b0210f932abccbd284c&tab=profile","The purpose of Kappa Delta Chi shall be to promote the traditional values of Unity, Honesty, Integrity, and Leadership of its members.  An organization dedicated to service for institutions of higher education and underrepresented communities with special emphasis on the Hispanic/Latino population; a servitude based on love and friendship. ","kdchi@uw.edu","FRATERNITIES & SORORITIES - OTHER","https://uws-community.symplicity.com/files/486/486e525b75ffcec7c621166479312159.jpg",NA
